id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
550434828479258624	550434828479258624	2015-01-01 00:34:24 CET	2015-01-01	00:34:24	+0200	561667872	jcdobie	John Dobie		Obama tells GOP to be “Realists” on Immigration - Eagle Rising  http://t.co/4EsYOaUHOA via @theEagleiRising	en	[{'screen_name': 'theeagleirising', 'name': 'eagle rising', 'id': '2182703041'}]	['http://po.st/IDjv1l']	[]	0	0	0	[]	[]	https://twitter.com/jcdobie/status/550434828479258624	False		0								[]				
550434733071794177	550434733071794177	2015-01-01 00:34:01 CET	2015-01-01	00:34:01	+0200	237758012	politiqueqc_	La politique au QC		Un nouveau système de sélection des immigrants dès jeudi  http://t.co/DoMGQDBFXI #immigration #polCA  http://t.co/HIOzookpss	fr	[]	['http://bit.ly/1BhJgp8']	['https://pbs.twimg.com/media/B6OJeSzIYAAb3l2.jpg']	0	0	0	['immigration', 'polca']	[]	https://twitter.com/PolitiqueQC_/status/550434733071794177	False		1	https://pbs.twimg.com/media/B6OJeSzIYAAb3l2.jpg							[]				
550434661172641792	550434661172641792	2015-01-01 00:33:44 CET	2015-01-01	00:33:44	+0200	554060122	toninicho	It’s Time In Fact		"Focus of Immigration Dept moves from resettlement to enforcement  http://t.co/s0WJi8UTq9 via @ballaratcourier  Priority being ""enforcement"""	en	[{'screen_name': 'ballaratcourier', 'name': 'the courier', 'id': '48622982'}]	['http://www.thecourier.com.au/story/2791551/focus-of-immigration-department-moves-from-resettlement-to-enforcement/']	[]	0	1	0	[]	[]	https://twitter.com/toninicho/status/550434661172641792	False		0								[]				
550434537163862016	550434537163862016	2015-01-01 00:33:14 CET	2015-01-01	00:33:14	+0200	7597712	pjmedia_com	PJ Media		Jackson Lee: Scalise Should Take Lead on Immigration Reform After David Duke Revelation  http://t.co/CvMZLUwJSb #tcot	en	[]	['http://bit.ly/1vv2VwR']	[]	1	0	1	['tcot']	[]	https://twitter.com/PJMedia_com/status/550434537163862016	False		0								[]				
550434536211742721	550434536211742721	2015-01-01 00:33:14 CET	2015-01-01	00:33:14	+0200	105771529	mccormackceo	Martin Mc Cormack		US Immigration Dept. Sees Advantages of New EHR Infrastructure |  http://t.co/Y7trMK59xI:  http://t.co/p8qeHmzxu5	en	[]	['http://EHRintelligence.com', 'http://ehrintelligence.com/2014/12/30/us-immigration-dept-sees-advantages-of-new-ehr-infrastructure/#.VKSHoeLyWbc.twitter']	[]	0	0	0	[]	[]	https://twitter.com/McCormackCEO/status/550434536211742721	False		0								[]				
550434535377104896	550434535377104896	2015-01-01 00:33:14 CET	2015-01-01	00:33:14	+0200	228790621	pjtatler	PJ Tatler		Jackson Lee: Scalise Should Take Lead on Immigration Reform After David Duke Revelation  http://t.co/9eHaGYoiVx #tcot	en	[]	['http://bit.ly/1tCuJp5']	[]	0	0	1	['tcot']	[]	https://twitter.com/PJTatler/status/550434535377104896	False		0								[]				
550434525507899393	550434525507899393	2015-01-01 00:33:12 CET	2015-01-01	00:33:12	+0200	37906552	richardcruzc	Richard Cruz		Constitution Check: Is @Obama’s new #immigration policy constitutional, or not?:  http://t.co/jQivSTAj5R #CIR	en	[{'screen_name': 'obama', 'name': 'ob', 'id': '246601433'}]	['http://blog.constitutioncenter.org/2014/12/constitution-check-is-obamas-new-immigration-policy-constitutional-or-not/']	[]	1	0	0	['immigration', 'cir']	[]	https://twitter.com/RichardCruzC/status/550434525507899393	False		0								[]				
550434523322658817	550434523322658817	2015-01-01 00:33:11 CET	2015-01-01	00:33:11	+0200	1598122112	positiveglobal	Positive Group		Jeb Bush Declines Invitation to Iowa Summit Organized by Immigration Hard-liner  http://t.co/eHrXG7k1p3	en	[]	['http://bit.ly/1AcPQxt']	[]	0	0	0	[]	[]	https://twitter.com/PositiveGlobal/status/550434523322658817	False		0								[]				
550434489688920064	550434489688920064	2015-01-01 00:33:03 CET	2015-01-01	00:33:03	+0200	84433033	c_a_journal	Common American		@SenTedCruz Demolishes Gang Of 8 Immigration Bill  http://t.co/Kh4gI9ZoTP #tcot	en	[]	['http://tinyurl.com/my6pdgd']	[]	0	0	0	['tcot']	[]	https://twitter.com/C_A_Journal/status/550434489688920064	False		0								[]				
550434468058918913	550434468058918913	2015-01-01 00:32:58 CET	2015-01-01	00:32:58	+0200	157079422	ferghodgson	Fergus Hodgson		A Lesson from #Europe: Relax About #Immigration  http://t.co/a0nxHX3Qga Really sharp by @printsoflblair #OpenBorders  http://t.co/33EC12Gzk2	en	[]	['http://blog.panampost.com/laurie-blair/2014/12/24/a-lesson-from-europe-relax-about-immigration/']	['https://pbs.twimg.com/media/B6OJForCMAEWJrI.jpg']	1	1	1	['europe', 'immigration', 'openborders']	[]	https://twitter.com/FergHodgson/status/550434468058918913	False		1	https://pbs.twimg.com/media/B6OJForCMAEWJrI.jpg							[]				
550434309908496386	550434309908496386	2015-01-01 00:32:20 CET	2015-01-01	00:32:20	+0200	1423744171	panampost	PanAm Post		A Lesson from #Europe: Relax About #Immigration  http://t.co/8THLG6Rqyt @printsoflblair #OpenBorders  http://t.co/BPG5r98GtH	en	[]	['http://blog.panampost.com/laurie-blair/2014/12/24/a-lesson-from-europe-relax-about-immigration/']	['https://pbs.twimg.com/media/B6OJForCMAEWJrI.jpg']	0	1	0	['europe', 'immigration', 'openborders']	[]	https://twitter.com/PanAmPost/status/550434309908496386	False		1	https://pbs.twimg.com/media/B6OJForCMAEWJrI.jpg							[]				
550434254786527233	550434254786527233	2015-01-01 00:32:07 CET	2015-01-01	00:32:07	+0200	156115178	fastwomen	susan		Presidential Memorandum aimed at reforming and streamlining United States immigration visa…  http://t.co/qvGgKoUrEA	en	[]	['http://goo.gl/fb/LfOJtJ']	[]	0	0	0	[]	[]	https://twitter.com/FastWomen/status/550434254786527233	False		0								[]				
550434181986418689	550434181986418689	2015-01-01 00:31:50 CET	2015-01-01	00:31:50	+0200	20698067	ashleyelaine85	Ashley Arend		{Friday • Infinito • Day 1} Somehow we all made it through immigration into Honduras!!!…  http://t.co/wbpWmGbG08	en	[]	['http://instagram.com/p/xSiWb0t6r3/']	[]	0	0	0	[]	[]	https://twitter.com/AshleyElaine85/status/550434181986418689	False		0								[]				
550434170917650432	550434170917650432	2015-01-01 00:31:47 CET	2015-01-01	00:31:47	+0200	213220909	f00ngck	CK Foong	{'type': 'Point', 'coordinates': [6.51132955, 100.42030008]}	I'm at Bukit Kayu Hitam Immigration Complex in Bukit Kayu Hitam, Kedah  https://t.co/lOYYLsSEaK	in	[]	['https://www.swarmapp.com/c/6vvJY5Bwyob']	[]	0	0	0	[]	[]	https://twitter.com/f00ngck/status/550434170917650432	False		0								[]				
550434095805636609	550434095805636609	2015-01-01 00:31:29 CET	2015-01-01	00:31:29	+0200	1240752853	cherylalexand13	CherylAlexande		British immigration note regulations becomes easier with non-eu stateless person artists: VOx	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/CherylAlexand13/status/550434095805636609	False		0								[]				
550433946774024192	550433946774024192	2015-01-01 00:30:54 CET	2015-01-01	00:30:54	+0200	295214767	jeanbhenry	Henry G. Jean-Baptiste		Hundreds rescued from migrant ship  http://t.co/Jf5AXS6KOa	en	[]	['http://fb.me/7b082zCGb']	[]	0	0	0	[]	[]	https://twitter.com/jeanbhenry/status/550433946774024192	False		0								[]				
550433939287212033	550433939287212033	2015-01-01 00:30:52 CET	2015-01-01	00:30:52	+0200	18802261	ailanational	AILA		VOXXI's Year in review: Top moments that defined #immigration reform for 2014  http://t.co/WavcfNZKVH	en	[]	['http://ow.ly/GBvIh']	[]	0	0	1	['immigration']	[]	https://twitter.com/AILANational/status/550433939287212033	False		0								[]				
550433635266879488	550433635266879488	2015-01-01 00:29:39 CET	2015-01-01	00:29:39	+0200	16054602	nascarnac	NASCRACKEN 🇺🇸🇨🇴🏁		NewsBusters: Stop the Presses: Jesse Jackson Said Something Sensible — On Immigration  http://t.co/P8MfpNBSwj #tcot #ocra #ampat	en	[]	['http://bit.ly/1AcDqFQ']	[]	0	0	0	['tcot', 'ocra', 'ampat']	[]	https://twitter.com/NASCARNAC/status/550433635266879488	False		0								[]				
550433498096365568	550433498096365568	2015-01-01 00:29:07 CET	2015-01-01	00:29:07	+0200	385650017	votewire	Votewire (who/where)		Former Florida governor Jeb Bush has declined an invitation to speak at an Iowa gathering hosted by an immigration hard-liner.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/votewire/status/550433498096365568	False		0								[]				
550433488395309056	550433488395309056	2015-01-01 00:29:04 CET	2015-01-01	00:29:04	+0200	1044831086	florentinobm	Florentino Bower		"""Jeb Bush Declines Invitation From Immigration Hard-Liner"" by THE ASSOCIATED PRESS via NYT  http://t.co/KRqdh0yAdi"	en	[]	['http://www.nytimes.com/aponline/2014/12/31/us/ap-us-gop-2016-bush-immigration.html']	[]	0	0	0	[]	[]	https://twitter.com/florentinobm/status/550433488395309056	False		0								[]				
550433474260516864	550433474260516864	2015-01-01 00:29:01 CET	2015-01-01	00:29:01	+0200	713457535	patriotsorg	Patriots Billboard		James Madison Foresaw Illegal Immigration - follow &gt;&gt; #PatriotsOrg  http://t.co/NHtIKC0wIP	en	[]	['http://tinyurl.com/oxlyfp4']	[]	0	0	0	['patriotsorg']	[]	https://twitter.com/PatriotsOrg/status/550433474260516864	False		0								[]				
550433371281563648	550433371281563648	2015-01-01 00:28:36 CET	2015-01-01	00:28:36	+0200	388437759	sumeshco	Sumeshco		Jeb Bush declines invitation from immigration hard-liner  http://t.co/Vp7iNiYITL	en	[]	['http://eb-5-visa.us/1zS0X0Z']	[]	0	0	0	[]	[]	https://twitter.com/Sumeshco/status/550433371281563648	False		0								[]				
550433300376866817	550433300376866817	2015-01-01 00:28:20 CET	2015-01-01	00:28:20	+0200	2738876430	olivmatias9	Matías		Jeb Bush declines invitation from immigration hard-liner: MIAMI (AP) — Separating himself from much of the eme...  http://t.co/cMRYkvgvTX	en	[]	['http://bit.ly/1vv0vOU']	[]	0	0	0	[]	[]	https://twitter.com/OlivMatias9/status/550433300376866817	False		0								[]				
550433290805444609	550433290805444609	2015-01-01 00:28:17 CET	2015-01-01	00:28:17	+0200	1492378968	steven4real44	Stephen martins		Jeb Bush declines invitation from immigration hard-liner: MIAMI (AP) — Separating himself from much of the eme...  http://t.co/SuiULGHm2n	en	[]	['http://bit.ly/1vv0zOG']	[]	0	0	0	[]	[]	https://twitter.com/steven4real44/status/550433290805444609	False		0								[]				
550433228281380866	550433228281380866	2015-01-01 00:28:02 CET	2015-01-01	00:28:02	+0200	2890789325	distractionnws	Distraction News		"Govt ID cards for illegals/criminals... IDNYC Municipal ID Card ""regardless of immigration status""  http://t.co/Zg8cutL9te #AngryAmerica #NYC"	en	[]	['http://on.nyc.gov/1xhtUBt']	[]	0	0	0	['angryamerica', 'nyc']	[]	https://twitter.com/DistractionNWS/status/550433228281380866	False		0								[]				
550433226196807680	550433226196807680	2015-01-01 00:28:02 CET	2015-01-01	00:28:02	+0200	106196958	vintageos	FRN2000@VintageOS		"Govt ID cards for illegals/criminals... IDNYC Municipal ID Card ""regardless of immigration status""  http://t.co/VhlCc15O9m #AngryAmerica #NYC"	en	[]	['http://on.nyc.gov/1xhtUBt']	[]	0	0	0	['angryamerica', 'nyc']	[]	https://twitter.com/VintageOS/status/550433226196807680	False		0								[]				
550433159767420930	550433159767420930	2015-01-01 00:27:46 CET	2015-01-01	00:27:46	+0200	106325293	tbacchus20	Tatiana Bacchus		I will use this trailer to seek funding to continue production on my #immigration based #documentary! For more info  https://t.co/KhgH39pflb	en	[]	['https://www.facebook.com/FreedomDeniedDoc']	[]	0	0	0	['immigration', 'documentary']	[]	https://twitter.com/tbacchus20/status/550433159767420930	False		0								[]				
550432989063421953	550432989063421953	2015-01-01 00:27:05 CET	2015-01-01	00:27:05	+0200	21582436	terresamonroe	NoisyRoom		Immigration time bomb about to explode on GOP Read more at  http://t.co/OUJnBIU1DT #g8m	en	[]	['http://www.wnd.com/2014/12/ticking-time-bomb-about-to-explode-on-gop/#hFaeOwR7BFYhCJRX.99']	[]	0	0	0	['g8m']	[]	https://twitter.com/terresamonroe/status/550432989063421953	False		0								[]				
550432890954448897	550432890954448897	2015-01-01 00:26:42 CET	2015-01-01	00:26:42	+0200	21532452	ub2bad2	AAII		@SenateGOP  #ImmigrationReform should secure border and stop illegal immigration No Citizenship No work permits #StopExecutiveAmnesty	en	[]	[]	[]	0	0	0	['immigrationreform', 'stopexecutiveamnesty']	[]	https://twitter.com/ub2bad2/status/550432890954448897	False		0								[]				
